# solver	iter	total-throughput	stddev
ecmp	0	1.000000	0.000000
ecmp	1	1.000000	0.000000
ecmp	2	0.871967	0.000000
ecmp	3	0.872042	0.000000
ecmp	4	0.875358	0.000000
ecmp	5	0.875210	0.000000
ecmp	6	0.879284	0.000000
ecmp	7	0.878117	0.000000
ecmp	8	0.877346	0.000000
ecmp	9	0.876973	0.000000
ksp	0	1.000000	0.000000
ksp	1	1.000000	0.000000
ksp	2	0.922780	0.000000
ksp	3	0.922121	0.000000
ksp	4	0.923188	0.000000
ksp	5	0.924062	0.000000
ksp	6	0.926746	0.000000
ksp	7	0.925309	0.000000
ksp	8	0.925892	0.000000
ksp	9	0.924131	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.888460	0.000000
mcf	3	0.884875	0.000000
mcf	4	0.881264	0.000000
mcf	5	0.885902	0.000000
mcf	6	0.888381	0.000000
mcf	7	0.887166	0.000000
mcf	8	0.893117	0.000000
mcf	9	0.883614	0.000000
mwmcf	0	1.000000	0.000000
mwmcf	1	1.000000	0.000000
mwmcf	2	0.675001	0.000000
mwmcf	3	0.674829	0.000000
mwmcf	4	0.683006	0.000000
mwmcf	5	0.682881	0.000000
mwmcf	6	0.693238	0.000000
mwmcf	7	0.690447	0.000000
mwmcf	8	0.688683	0.000000
mwmcf	9	0.687380	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.945504	0.000000
raeke	3	0.999966	0.000000
raeke	4	1.000142	0.000000
raeke	5	1.000112	0.000000
raeke	6	0.999769	0.000000
raeke	7	1.000022	0.000000
raeke	8	0.999860	0.000000
raeke	9	1.000253	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	1.000000	0.000000
semimcfecmp	2	0.872331	0.000000
semimcfecmp	3	1.000000	0.000000
semimcfecmp	4	1.000000	0.000000
semimcfecmp	5	1.000000	0.000000
semimcfecmp	6	1.000000	0.000000
semimcfecmp	7	1.000000	0.000000
semimcfecmp	8	1.000000	0.000000
semimcfecmp	9	1.000000	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.937569	0.000000
semimcfksp	3	1.000000	0.000000
semimcfksp	4	1.000000	0.000000
semimcfksp	5	1.000000	0.000000
semimcfksp	6	1.000000	0.000000
semimcfksp	7	1.000000	0.000000
semimcfksp	8	1.000000	0.000000
semimcfksp	9	1.000000	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.879233	0.000000
semimcfmcf	3	1.000803	0.000000
semimcfmcf	4	0.999870	0.000000
semimcfmcf	5	0.999222	0.000000
semimcfmcf	6	0.999907	0.000000
semimcfmcf	7	0.999895	0.000000
semimcfmcf	8	1.000550	0.000000
semimcfmcf	9	0.999876	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.952304	0.000000
semimcfraeke	3	0.998366	0.000000
semimcfraeke	4	0.999491	0.000000
semimcfraeke	5	0.999349	0.000000
semimcfraeke	6	1.000363	0.000000
semimcfraeke	7	0.999781	0.000000
semimcfraeke	8	0.999027	0.000000
semimcfraeke	9	1.000096	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.943194	0.000000
semimcfvlb	3	1.000180	0.000000
semimcfvlb	4	1.000882	0.000000
semimcfvlb	5	1.000549	0.000000
semimcfvlb	6	0.999424	0.000000
semimcfvlb	7	1.000773	0.000000
semimcfvlb	8	0.999606	0.000000
semimcfvlb	9	0.999036	0.000000
spf	0	1.000000	0.000000
spf	1	1.000000	0.000000
spf	2	0.872331	0.000000
spf	3	0.872407	0.000000
spf	4	0.875691	0.000000
spf	5	0.875529	0.000000
spf	6	0.879685	0.000000
spf	7	0.878511	0.000000
spf	8	0.877708	0.000000
spf	9	0.877363	0.000000
vlb	0	1.000000	0.000000
vlb	1	1.000000	0.000000
vlb	2	0.921827	0.000000
vlb	3	0.922491	0.000000
vlb	4	0.922837	0.000000
vlb	5	0.925461	0.000000
vlb	6	0.927173	0.000000
vlb	7	0.926046	0.000000
vlb	8	0.924187	0.000000
vlb	9	0.928935	0.000000

