# solver	iter	congestion-drop	stddev
ecmp	0	0.077585	0.000000
ecmp	1	0.071908	0.000000
ecmp	2	0.168433	0.000000
ecmp	3	0.125088	0.000000
ecmp	4	0.087601	0.000000
ecmp	5	0.112129	0.000000
ecmp	6	0.080328	0.000000
ecmp	7	0.084393	0.000000
ecmp	8	0.104411	0.000000
ecmp	9	0.120873	0.000000
ecmp	10	0.127961	0.000000
ecmp	11	0.133651	0.000000
ecmp	12	0.155749	0.000000
ecmp	13	0.161993	0.000000
ecmp	14	0.164277	0.000000
ecmp	15	0.127169	0.000000
ecmp	16	0.126415	0.000000
ecmp	17	0.172375	0.000000
ecmp	18	0.180192	0.000000
ecmp	19	0.191808	0.000000
ecmp	20	0.196538	0.000000
ecmp	21	0.174885	0.000000
ecmp	22	0.193188	0.000000
ecmp	23	0.197255	0.000000
ksp	0	0.038656	0.000000
ksp	1	0.029165	0.000000
ksp	2	0.165515	0.000000
ksp	3	0.121601	0.000000
ksp	4	0.084738	0.000000
ksp	5	0.108774	0.000000
ksp	6	0.077619	0.000000
ksp	7	0.081589	0.000000
ksp	8	0.101186	0.000000
ksp	9	0.117395	0.000000
ksp	10	0.124397	0.000000
ksp	11	0.130025	0.000000
ksp	12	0.152227	0.000000
ksp	13	0.158679	0.000000
ksp	14	0.161180	0.000000
ksp	15	0.123644	0.000000
ksp	16	0.122880	0.000000
ksp	17	0.169588	0.000000
ksp	18	0.177471	0.000000
ksp	19	0.189256	0.000000
ksp	20	0.194182	0.000000
ksp	21	0.172102	0.000000
ksp	22	0.190892	0.000000
ksp	23	0.195114	0.000000
mcf	0	0.000000	0.000000
mcf	1	0.000000	0.000000
mcf	2	0.193376	0.000000
mcf	3	0.130958	0.000000
mcf	4	0.089322	0.000000
mcf	5	0.114160	0.000000
mcf	6	0.081980	0.000000
mcf	7	0.085872	0.000000
mcf	8	0.106368	0.000000
mcf	9	0.123090	0.000000
mcf	10	0.130222	0.000000
mcf	11	0.137026	0.000000
mcf	12	0.171628	0.000000
mcf	13	0.180260	0.000000
mcf	14	0.185882	0.000000
mcf	15	0.134990	0.000000
mcf	16	0.131386	0.000000
mcf	17	0.198744	0.000000
mcf	18	0.209138	0.000000
mcf	19	0.223571	0.000000
mcf	20	0.230297	0.000000
mcf	21	0.201522	0.000000
mcf	22	0.228388	0.000000
mcf	23	0.236516	0.000000
raeke	0	0.000000	0.000000
raeke	1	0.000000	0.000000
raeke	2	0.168163	0.000000
raeke	3	0.134450	0.000000
raeke	4	0.093189	0.000000
raeke	5	0.120073	0.000000
raeke	6	0.085697	0.000000
raeke	7	0.090447	0.000000
raeke	8	0.111963	0.000000
raeke	9	0.128774	0.000000
raeke	10	0.136839	0.000000
raeke	11	0.142734	0.000000
raeke	12	0.165926	0.000000
raeke	13	0.173224	0.000000
raeke	14	0.175268	0.000000
raeke	15	0.135931	0.000000
raeke	16	0.135152	0.000000
raeke	17	0.183260	0.000000
