# solver	iter	num_paths	stddev
akecmp	0	904.000000	0.000000
akecmp	1	904.000000	0.000000
akmcf	0	480.000000	0.000000
akmcf	1	480.000000	0.000000
akraeke	0	137728.000000	0.000000
akraeke	1	137728.000000	0.000000
akvlb	0	6979.000000	0.000000
akvlb	1	6979.000000	0.000000
ecmp	0	904.000000	0.000000
ecmp	1	904.000000	0.000000
mcf	0	478.000000	0.000000
mcf	1	478.000000	0.000000
mwmcf	0	586.000000	0.000000
mwmcf	1	586.000000	0.000000
raeke	0	136064.000000	0.000000
raeke	1	136064.000000	0.000000
semimcfecmp	0	884.000000	0.000000
semimcfecmp	1	884.000000	0.000000
semimcfmcf	0	480.000000	0.000000
semimcfmcf	1	480.000000	0.000000
semimcfraeke	0	132054.000000	0.000000
semimcfraeke	1	132054.000000	0.000000
semimcfvlb	0	6555.000000	0.000000
semimcfvlb	1	6555.000000	0.000000
spf	0	400.000000	0.000000
spf	1	400.000000	0.000000
vlb	0	6964.000000	0.000000
vlb	1	6946.000000	0.000000

